hotel,numero,type,capacite,prix,vue,statut,date_creation,date_update
6956e0fd33e2abe4be8bd2d0,108,DOUBLE,2,489,panoramique,MAINTENANCE,2026-01-01 21:02:54.155,2026-01-01 21:02:54.155
6956e0fd33e2abe4be8bd2d0,109,SUITE,3,259,mer,OCCUPEE,2026-01-01 21:02:54.155,2026-01-01 21:02:54.155
6956e0fd33e2abe4be8bd2d0,210,DOUBLE,2,299,cour intérieure,OCCUPEE,2026-01-01 21:02:54.157,2026-01-01 21:02:54.157
6956e0fd33e2abe4be8bd2d0,201,SUITE,3,118,montagne,OCCUPEE,2026-01-01 21:02:54.158,2026-01-01 21:02:54.158
6956e0fd33e2abe4be8bd2d0,202,SUITE,3,113,cour intérieure,OCCUPEE,2026-01-01 21:02:54.159,2026-01-01 21:02:54.159
6956e0fd33e2abe4be8bd2d0,203,DOUBLE,2,288,mer,DISPONIBLE,2026-01-01 21:02:54.161,2026-01-01 21:02:54.161
6956e0fd33e2abe4be8bd2d0,204,DOUBLE,2,487,cour intérieure,OCCUPEE,2026-01-01 21:02:54.162,2026-01-01 21:02:54.162
6956e0fd33e2abe4be8bd2d0,205,DOUBLE,2,342,cour intérieure,DISPONIBLE,2026-01-01 21:02:54.163,2026-01-01 21:02:54.163
6956e0fd33e2abe4be8bd2d0,206,SUITE,3,152,montagne,DISPONIBLE,2026-01-01 21:02:54.164,2026-01-01 21:02:54.164
6956e0fd33e2abe4be8bd2d0,207,SUITE,3,124,montagne,MAINTENANCE,2026-01-01 21:02:54.164,2026-01-01 21:02:54.164
6956e0fd33e2abe4be8bd2d0,208,SIMPLE,1,195,mer,DISPONIBLE,2026-01-01 21:02:54.166,2026-01-01 21:02:54.166
6956e0fd33e2abe4be8bd2d0,209,SIMPLE,1,230,montagne,OCCUPEE,2026-01-01 21:02:54.166,2026-01-01 21:02:54.166
6956e0fd33e2abe4be8bd2d0,310,SIMPLE,1,288,cour intérieure,DISPONIBLE,2026-01-01 21:02:54.167,2026-01-01 21:02:54.167
6956e0fd33e2abe4be8bd2d0,301,DOUBLE,2,83,jardin,DISPONIBLE,2026-01-01 21:02:54.168,2026-01-01 21:02:54.168
6956e0fd33e2abe4be8bd2d0,302,DOUBLE,2,131,cour intérieure,DISPONIBLE,2026-01-01 21:02:54.169,2026-01-01 21:02:54.169
6956e0fd33e2abe4be8bd2d0,303,DOUBLE,2,363,panoramique,DISPONIBLE,2026-01-01 21:02:54.170,2026-01-01 21:02:54.170
6956e0fd33e2abe4be8bd2d0,304,DELUXE,4,481,montagne,DISPONIBLE,2026-01-01 21:02:54.171,2026-01-01 21:02:54.171
6956e0fd33e2abe4be8bd2d0,305,SUITE,3,196,montagne,MAINTENANCE,2026-01-01 21:02:54.172,2026-01-01 21:02:54.172
6956e0fd33e2abe4be8bd2d0,306,DOUBLE,2,408,panoramique,DISPONIBLE,2026-01-01 21:02:54.173,2026-01-01 21:02:54.173
6956e0fd33e2abe4be8bd2d0,307,SIMPLE,1,235,cour intérieure,DISPONIBLE,2026-01-01 21:02:54.174,2026-01-01 21:02:54.174
6956e0fd33e2abe4be8bd2d0,308,DELUXE,4,373,jardin,MAINTENANCE,2026-01-01 21:02:54.176,2026-01-01 21:02:54.176
6956e0fd33e2abe4be8bd2d0,309,DOUBLE,2,169,montagne,MAINTENANCE,2026-01-01 21:02:54.177,2026-01-01 21:02:54.177
6956e0fd33e2abe4be8bd2d2,101,DELUXE,4,264,jardin,DISPONIBLE,2026-01-01 21:02:54.177,2026-01-01 21:02:54.177
6956e0fd33e2abe4be8bd2d2,102,SUITE,3,375,ville,MAINTENANCE,2026-01-01 21:02:54.178,2026-01-01 21:02:54.178
6956e0fd33e2abe4be8bd2d2,103,SUITE,3,440,panoramique,MAINTENANCE,2026-01-01 21:02:54.179,2026-01-01 21:02:54.179
6956e0fd33e2abe4be8bd2d2,104,DOUBLE,2,481,panoramique,MAINTENANCE,2026-01-01 21:02:54.181,2026-01-01 21:02:54.181
6956e0fd33e2abe4be8bd2d2,105,SUITE,3,293,cour intérieure,DISPONIBLE,2026-01-01 21:02:54.182,2026-01-01 21:02:54.182
6956e0fd33e2abe4be8bd2d2,106,DOUBLE,2,477,jardin,OCCUPEE,2026-01-01 21:02:54.183,2026-01-01 21:02:54.183
6956e0fd33e2abe4be8bd2d2,107,SIMPLE,1,344,jardin,OCCUPEE,2026-01-01 21:02:54.184,2026-01-01 21:02:54.184
6956e0fd33e2abe4be8bd2d2,108,SIMPLE,1,189,panoramique,MAINTENANCE,2026-01-01 21:02:54.185,2026-01-01 21:02:54.185
6956e0fd33e2abe4be8bd2d2,109,DELUXE,4,100,jardin,MAINTENANCE,2026-01-01 21:02:54.186,2026-01-01 21:02:54.186
6956e0fd33e2abe4be8bd2d2,210,SIMPLE,1,217,montagne,MAINTENANCE,2026-01-01 21:02:54.187,2026-01-01 21:02:54.187
6956e0fd33e2abe4be8bd2d2,201,DELUXE,4,375,jardin,OCCUPEE,2026-01-01 21:02:54.188,2026-01-01 21:02:54.188
6956e0fd33e2abe4be8bd2d2,202,SIMPLE,1,497,jardin,DISPONIBLE,2026-01-01 21:02:54.188,2026-01-01 21:02:54.188
6956e0fd33e2abe4be8bd2d2,203,DELUXE,4,312,jardin,MAINTENANCE,2026-01-01 21:02:54.190,2026-01-01 21:02:54.190
6956e0fd33e2abe4be8bd2d2,204,SIMPLE,1,148,montagne,OCCUPEE,2026-01-01 21:02:54.191,2026-01-01 21:02:54.191
6956e0fd33e2abe4be8bd2d2,205,DOUBLE,2,481,ville,OCCUPEE,2026-01-01 21:02:54.192,2026-01-01 21:02:54.192
6956e0fd33e2abe4be8bd2d2,206,SUITE,3,370,montagne,OCCUPEE,2026-01-01 21:02:54.193,2026-01-01 21:02:54.193
6956e0fd33e2abe4be8bd2d2,207,DELUXE,4,193,montagne,MAINTENANCE,2026-01-01 21:02:54.195,2026-01-01 21:02:54.195
6956e0fd33e2abe4be8bd2d2,208,SUITE,3,259,mer,OCCUPEE,2026-01-01 21:02:54.196,2026-01-01 21:02:54.196
6956e0fd33e2abe4be8bd2d2,209,SIMPLE,1,454,jardin,OCCUPEE,2026-01-01 21:02:54.197,2026-01-01 21:02:54.197
6956e0fd33e2abe4be8bd2d2,310,DOUBLE,2,88,jardin,MAINTENANCE,2026-01-01 21:02:54.197,2026-01-01 21:02:54.197
6956e0fd33e2abe4be8bd2d2,301,SIMPLE,1,345,cour intérieure,MAINTENANCE,2026-01-01 21:02:54.198,2026-01-01 21:02:54.198
6956e0fd33e2abe4be8bd2d2,302,DELUXE,4,444,cour intérieure,MAINTENANCE,2026-01-01 21:02:54.199,2026-01-01 21:02:54.199
6956e0fd33e2abe4be8bd2d2,303,DOUBLE,2,344,ville,DISPONIBLE,2026-01-01 21:02:54.200,2026-01-01 21:02:54.200
6956e0fd33e2abe4be8bd2d2,304,DOUBLE,2,454,jardin,OCCUPEE,2026-01-01 21:02:54.201,2026-01-01 21:02:54.201
6956e0fd33e2abe4be8bd2d2,305,SUITE,3,417,panoramique,DISPONIBLE,2026-01-01 21:02:54.201,2026-01-01 21:02:54.201
6956e0fd33e2abe4be8bd2d2,306,SUITE,3,119,panoramique,MAINTENANCE,2026-01-01 21:02:54.202,2026-01-01 21:02:54.202
6956e0fd33e2abe4be8bd2d2,307,DOUBLE,2,200,montagne,OCCUPEE,2026-01-01 21:02:54.202,2026-01-01 21:02:54.202
6956e0fd33e2abe4be8bd2d2,308,SUITE,3,185,panoramique,OCCUPEE,2026-01-01 21:02:54.203,2026-01-01 21:02:54.203
6956e0fd33e2abe4be8bd2d2,309,SIMPLE,1,236,mer,OCCUPEE,2026-01-01 21:02:54.205,2026-01-01 21:02:54.205
6956e0fd33e2abe4be8bd2d2,410,SIMPLE,1,277,ville,MAINTENANCE,2026-01-01 21:02:54.206,2026-01-01 21:02:54.206
6956e0fd33e2abe4be8bd2d2,401,DELUXE,4,361,montagne,DISPONIBLE,2026-01-01 21:02:54.208,2026-01-01 21:02:54.208
6956e0fd33e2abe4be8bd2d2,402,DELUXE,4,382,montagne,DISPONIBLE,2026-01-01 21:02:54.209,2026-01-01 21:02:54.209
6956e0fd33e2abe4be8bd2d2,403,DOUBLE,2,204,ville,OCCUPEE,2026-01-01 21:02:54.209,2026-01-01 21:02:54.209
